doctors,jianjie,jianjie_url,localtion,localtion_url,tel,url
"科室 54 个, 大夫 826 人",温州医科大学附属第一医院创建于1919年...,//info.haodf.com/hospital/DE4rO-XCoLU0xO0LPQrVFGoqUr/jieshao.htm,老院:浙江省温州市府学巷2号;新院:浙江...,//map.haodf.com/hospital/DE4rO-XCoLU0xO0LPQrVFGoqUr/map.htm,"0577-55579999(新院总机),0577-55578037(新院门诊部)",https://www.haodf.com/hospital/DE4rO-XCoLU0xO0LPQrVFGoqUr.htm
"科室 42 个, 大夫 490 人",浙江大学医学院附属儿童医院(浙江省儿童...,//info.haodf.com/hospital/DE4rO-XCoLU0Co0LPQrVFGoqUr/jieshao.htm,湖滨院区:杭州市下城区竹竿巷57号 ;滨江...,//map.haodf.com/hospital/DE4rO-XCoLU0Co0LPQrVFGoqUr/map.htm,0571-87061007(总机),https://www.haodf.com/hospital/DE4rO-XCoLU0Co0LPQrVFGoqUr.htm
"科室 49 个, 大夫 601 人",浙江大学医学院附属邵逸夫医院是由香港...,//info.haodf.com/hospital/DE4roiYGYZwEH3uuYe-Bqregr/jieshao.htm,庆春院区:杭州市庆春东路3号;下沙院区:...,//map.haodf.com/hospital/DE4roiYGYZwEH3uuYe-Bqregr/map.htm,"0571-86090073(总机),0571-86006030(咨询),0571-87887077(下沙院区),0571-86006031(特需预约),0571-86006667(专家预约)",https://www.haodf.com/hospital/DE4roiYGYZwEH3uuYe-Bqregr.htm
"科室 39 个, 大夫 408 人",一、医院历史及基本情况,//info.haodf.com/hospital/DE4roiYGYZwEHqBdz13dpO1a1/jieshao.htm,武林院区:杭州市体育场路453号;丁桥分院...,//map.haodf.com/hospital/DE4roiYGYZwEHqBdz13dpO1a1/map.htm,"0571-85827888(总机),0571-85827511(咨询室)",https://www.haodf.com/hospital/DE4roiYGYZwEHqBdz13dpO1a1.htm
"科室 73 个, 大夫 996 人",温州医科大学附属第二医院、育英儿童医...,//info.haodf.com/hospital/DE4roiYGYZwnJp9quPKsNiPfO/jieshao.htm,学院路院区:浙江省温州市学院西路109号...,//map.haodf.com/hospital/DE4roiYGYZwnJp9quPKsNiPfO/map.htm,"0577-88002888(学院路院区咨询),0577-88002287(南浦院区咨询),0577-88816381(院办)",https://www.haodf.com/hospital/DE4roiYGYZwnJp9quPKsNiPfO.htm
"科室 55 个, 大夫 875 人",浙江省人民医院又称浙江省立医院，是目...,//info.haodf.com/hospital/DE4roiYGYZwmhpqNN8Z2K18e0/jieshao.htm,朝晖院区:浙江省杭州市上塘路158号;望江...,//map.haodf.com/hospital/DE4roiYGYZwmhpqNN8Z2K18e0/map.htm,"0571-85893889(预约挂号),0571-87666666(朝晖院区总机),0571-87091302(望江山院区总机)",https://www.haodf.com/hospital/DE4roiYGYZwmhpqNN8Z2K18e0.htm
"科室 21 个, 大夫 307 人",浙江大学医学院附属妇产科医院（浙江省...,//info.haodf.com/hospital/DE4roiYGYZwEH7VD2kvYsPktj/jieshao.htm,浙江省杭州市学士路1号,//map.haodf.com/hospital/DE4roiYGYZwEH7VD2kvYsPktj/map.htm,0571-87061501(总机),https://www.haodf.com/hospital/DE4roiYGYZwEH7VD2kvYsPktj.htm
"科室 47 个, 大夫 569 人",浙江省中医院是一所集医疗、科研、教学...,//info.haodf.com/hospital/DE4roiYGYZwmhmaCFVHDuJVht/jieshao.htm,湖滨院区:杭州市上城区邮电路54号;下沙...,//map.haodf.com/hospital/DE4roiYGYZwmhmaCFVHDuJVht/map.htm,"0571-87068001(湖滨院区总机),0571-87010630(医疗咨询),0571-86918600(下沙院区门诊服务台)",https://www.haodf.com/hospital/DE4roiYGYZwmhmaCFVHDuJVht.htm
"科室 59 个, 大夫 995 人",浙江大学医学院附属第二医院（简称浙医...,//info.haodf.com/hospital/DE4roiYGYZwmGYmS30yF9V0wc/jieshao.htm,解放路院区:浙江杭州市解放路88号;滨江...,//map.haodf.com/hospital/DE4roiYGYZwmGYmS30yF9V0wc/map.htm,0571-87783777(总机),https://www.haodf.com/hospital/DE4roiYGYZwmGYmS30yF9V0wc.htm
"科室 32 个, 大夫 191 人",长沙市中医医院（长沙市第八医院）是由...,//info.haodf.com/hospital/DE4rO-XCoLU0hELG0lPR5qqdfm/jieshao.htm,本部:长沙县星沙大道22号;东院:长沙市五...,//map.haodf.com/hospital/DE4rO-XCoLU0hELG0lPR5qqdfm/map.htm,"0731-85259000(本部咨询),0731-82637257(东院总值班),0731-85123831(南院办公室)",https://www.haodf.com/hospital/DE4rO-XCoLU0hELG0lPR5qqdfm.htm
"科室 43 个, 大夫 391 人",南华大学附属长沙中心医院是一所集医疗...,//info.haodf.com/hospital/DE4rO-XCoLU0hEzZljbt3pIpm0/jieshao.htm,本院:长沙市韶山南路161号;北院:长沙市...,//map.haodf.com/hospital/DE4rO-XCoLU0hEzZljbt3pIpm0/map.htm,"0731-85668000(门诊总服务台),0731-85668156(医院总值班),0731-85585216(医院总值班),0731-84313697(北院)",https://www.haodf.com/hospital/DE4rO-XCoLU0hEzZljbt3pIpm0.htm
"科室 31 个, 大夫 234 人",湖南中医药大学第二附属医院，又名湖南...,//info.haodf.com/hospital/DE4roiYGYZwny3PBM4FM2b44i/jieshao.htm,湖南省长沙市蔡锷北路233号,//map.haodf.com/hospital/DE4roiYGYZwny3PBM4FM2b44i/map.htm,"0731-84917729(门诊),0731-84917810(导诊台),0731-84910120(急救),0731-84917777(总值班)",https://www.haodf.com/hospital/DE4roiYGYZwny3PBM4FM2b44i.htm
"科室 23 个, 大夫 179 人",湖南省妇幼保健院成立于1947年，是湖南...,//info.haodf.com/hospital/DE4roiYGYZwny1Bdz13dpO1a1/jieshao.htm,湖南省长沙市开福区湘春路53号 (兴汉门...,//map.haodf.com/hospital/DE4roiYGYZwny1Bdz13dpO1a1/map.htm,0731-84332201(24小时咨询热线),https://www.haodf.com/hospital/DE4roiYGYZwny1Bdz13dpO1a1.htm
"科室 34 个, 大夫 447 人",全国百佳医院-湖南省肿瘤医院/中南大学...,//info.haodf.com/hospital/DE4roiYGYZwny5eFEgXN3cgkJ/jieshao.htm,湖南省长沙市岳麓区桐梓坡路283号(北门...,//map.haodf.com/hospital/DE4roiYGYZwny5eFEgXN3cgkJ/map.htm,"0731-89762510(总服务台),0731-88651900(咨询电话),0731-89762518(门诊办公室),0731-88651808(院办)",https://www.haodf.com/hospital/DE4roiYGYZwny5eFEgXN3cgkJ.htm
"科室 35 个, 大夫 400 人",湖南省儿童医院于1987年6月1日正式开院...,//info.haodf.com/hospital/DE4roiYGYZwnyq86yaYLonaQx/jieshao.htm,湖南省长沙市梓园路86号,//map.haodf.com/hospital/DE4roiYGYZwnyq86yaYLonaQx/map.htm,"0731-85600908(咨询热线),0731-85600915(门诊咨询),0731-85356114(预约挂号),0731-85356908(院办公室)",https://www.haodf.com/hospital/DE4roiYGYZwnyq86yaYLonaQx.htm
"科室 46 个, 大夫 788 人",中南大学湘雅三医院座落在古城长沙，湘...,//info.haodf.com/hospital/DE4roiYGYZwmxO1YXfLKC7fiV/jieshao.htm,湖南省长沙市河西岳麓区桐梓坡路138号,//map.haodf.com/hospital/DE4roiYGYZwmxO1YXfLKC7fiV/map.htm,"0731-88638888(总机),0731-88618577(预约挂号),0731-88618576(预约挂号),0731-88618575(门诊),0731-88618120(急救)",https://www.haodf.com/hospital/DE4roiYGYZwmxO1YXfLKC7fiV.htm
"科室 64 个, 大夫 619 人",湖南省人民医院由中国现代医学重要创始...,//info.haodf.com/hospital/DE4roiYGYZwmhnOyZJ9SvRJb8/jieshao.htm,天心阁院区:湖南省长沙市解放西路61号;...,//map.haodf.com/hospital/DE4roiYGYZwmhnOyZJ9SvRJb8/map.htm,"0731-83929139(门诊室),0731-83929141(病友服务中心),0731-82278120(急诊科)",https://www.haodf.com/hospital/DE4roiYGYZwmhnOyZJ9SvRJb8.htm
"科室 49 个, 大夫 413 人",湖南省第二人民医院（湖南省脑科医院）...,//info.haodf.com/hospital/DE4rO-XCoLU0hnMxaOQhHsdycT/jieshao.htm,长沙市芙蓉中路三段427号,//map.haodf.com/hospital/DE4rO-XCoLU0hnMxaOQhHsdycT/map.htm,"0731-85232209(总值班室),0731-84325599(咨询),0731-85232210(院办公室),0731-85232351",https://www.haodf.com/hospital/DE4rO-XCoLU0hnMxaOQhHsdycT.htm
"科室 49 个, 大夫 494 人",湖南中医药大学第一附属医院创建于1963...,//info.haodf.com/hospital/DE4roiYGYZwny7Fvoi5u5tiO7/jieshao.htm,"湖南省长沙市韶山中路95号(本部),湖南省...",//map.haodf.com/hospital/DE4roiYGYZwny7Fvoi5u5tiO7/map.htm,"0731-85600737(咨询),0731-85600120(急救),0731-85600700(急救),0731-85600827(门诊部)",https://www.haodf.com/hospital/DE4roiYGYZwny7Fvoi5u5tiO7.htm
"科室 64 个, 大夫 1410 人",中南大学湘雅二医院（原湖南医科大学附...,//info.haodf.com/hospital/DE4roiYGYZwmxoqNN8Z2K18e0/jieshao.htm,本院:长沙市人民中路139号;五官科楼:韶...,//map.haodf.com/hospital/DE4roiYGYZwmxoqNN8Z2K18e0/map.htm,"0731-85295999,0731-85295888(总机),0731-85294300(值班),0731-85295100(普通门诊咨询),0731-85295022(专家门诊咨询)",https://www.haodf.com/hospital/DE4roiYGYZwmxoqNN8Z2K18e0.htm
"科室 61 个, 大夫 1236 人",中南大学湘雅医院（Xiangya Hospital C...,//info.haodf.com/hospital/DE4roiYGYZwXy3d9CWC6I0WTb/jieshao.htm,中国湖南长沙市湘雅路87号,//map.haodf.com/hospital/DE4roiYGYZwXy3d9CWC6I0WTb/map.htm,"0731-84328888(总机),0731-89753999(电话预约),0731-89752088(国际医疗部),0731-89752089(国际医疗部),0731-84327100(门诊办)",https://www.haodf.com/hospital/DE4roiYGYZwXy3d9CWC6I0WTb.htm
"科室 47 个, 大夫 491 人",穿越历史的浩瀚，屹立在长江之畔的武汉...,//info.haodf.com/hospital/DE4roiYGYZwm-b9quPKsNiPfO/jieshao.htm,南京路院区:武汉市江岸区胜利街26号;后...,//map.haodf.com/hospital/DE4roiYGYZwm-b9quPKsNiPfO/map.htm,"027-82811080(总机),027-82211488(咨询投诉),027-82627573(花桥门诊)",https://www.haodf.com/hospital/DE4roiYGYZwm-b9quPKsNiPfO.htm
"科室 43 个, 大夫 325 人",武汉市第四医院由英籍医学博士施维善创...,//info.haodf.com/hospital/DE4rO-XCoLU0GmHDjfh42XHZ0l/jieshao.htm,武胜路院区:武汉市桥口区汉正街473号;古...,//map.haodf.com/hospital/DE4rO-XCoLU0GmHDjfh42XHZ0l/map.htm,"027-83782519(24小时咨询),027-68835075(武胜路院),027-68831300(古田院),027-83914556(常青分院)",https://www.haodf.com/hospital/DE4rO-XCoLU0GmHDjfh42XHZ0l.htm
"科室 30 个, 大夫 267 人",武汉市中医医院始建于1955年，其前身为...,//info.haodf.com/hospital/DE4roiYGYZwm-2c2dcByMhc7g/jieshao.htm,湖北省武汉市汉口江岸区黎黄陂路49号(本...,//map.haodf.com/hospital/DE4roiYGYZwm-2c2dcByMhc7g/map.htm,"027-82831404(总机),027-82851849(门诊),027-82831403",https://www.haodf.com/hospital/DE4roiYGYZwm-2c2dcByMhc7g.htm
"科室 42 个, 大夫 372 人",中国人民解放军广州军区武汉总医院坐落...,//info.haodf.com/hospital/DE4roiYGYZwai186yaYLonaQx/jieshao.htm,湖北省武汉市武昌区武珞路627号,//map.haodf.com/hospital/DE4roiYGYZwai186yaYLonaQx/map.htm,027-50773333(总机),https://www.haodf.com/hospital/DE4roiYGYZwai186yaYLonaQx.htm
"科室 18 个, 大夫 354 人",武汉大学口腔医院的前身是湖北医科大学...,//info.haodf.com/hospital/DE4roiYGYZwmiq9quPKsNiPfO/jieshao.htm,湖北省武汉市洪山区珞喻路237号,//map.haodf.com/hospital/DE4roiYGYZwmiq9quPKsNiPfO/map.htm,"027-82873192(咨询),027-87686110(总机)",https://www.haodf.com/hospital/DE4roiYGYZwmiq9quPKsNiPfO.htm
"科室 41 个, 大夫 383 人","武汉市儿童医院建于1954年, 是继京、津...",//info.haodf.com/hospital/DE4roiYGYZwm-p7o5nM-zfnJT/jieshao.htm,本部:湖北省武汉市江岸区香港路100号;汉...,//map.haodf.com/hospital/DE4roiYGYZwm-p7o5nM-zfnJT/map.htm,"027-82433350(导医台),027-82433363(门诊部),027-84867467(汉阳门诊部),027-84867577(汉阳门诊部)",https://www.haodf.com/hospital/DE4roiYGYZwm-p7o5nM-zfnJT.htm
"科室 56 个, 大夫 597 人",武汉大学中南医院建于1956年，坐落在武...,//info.haodf.com/hospital/DE4roiYGYZwm-I1YXfLKC7fiV/jieshao.htm,武汉市武昌东湖路169号,//map.haodf.com/hospital/DE4roiYGYZwm-I1YXfLKC7fiV/map.htm,"027-67812888,027-67812999(总机)",https://www.haodf.com/hospital/DE4roiYGYZwm-I1YXfLKC7fiV.htm
"科室 47 个, 大夫 629 人",武汉市第一医院始建于1927年，初名为“...,//info.haodf.com/hospital/DE4roiYGYZwm-O5IqlG3HelVn/jieshao.htm,湖北省武汉市硚口区中山大道215号(总院...,//map.haodf.com/hospital/DE4roiYGYZwm-O5IqlG3HelVn/map.htm,"027-85860666(总院总机),027-83535017(汉西分院总机),027-87754386(武昌门诊白天),027-84621611(武昌门诊晚上),027-84621611(汉阳门诊)",https://www.haodf.com/hospital/DE4roiYGYZwm-O5IqlG3HelVn.htm
"科室 37 个, 大夫 340 人",湖北省妇幼保健院(湖北省妇女儿童医院)...,//info.haodf.com/hospital/DE4roiYGYZwmiOrEpjdCy8jrf/jieshao.htm,湖北省武汉市武昌街道口武珞路745号,//map.haodf.com/hospital/DE4roiYGYZwmiOrEpjdCy8jrf/map.htm,"027-87862877(咨询电话),027-87169551(预约咨询电话),4006677400(电话预约)",https://www.haodf.com/hospital/DE4roiYGYZwmiOrEpjdCy8jrf.htm
"科室 37 个, 大夫 365 人",湖北省中医院（湖北中医药大学附属医院...,//info.haodf.com/hospital/DE4rO-XCoLU0GYHVx47TZMZ31t/jieshao.htm,花园山院区:湖北省武汉市武昌区胭脂路花...,//map.haodf.com/hospital/DE4rO-XCoLU0GYHVx47TZMZ31t/map.htm,"027-88929147(总机),027-88929419(门诊),027-87748001(光谷院区),027-88710029(凤凰门诊咨询),027-87892011(千家街门诊部)",https://www.haodf.com/hospital/DE4rO-XCoLU0GYHVx47TZMZ31t.htm
"科室 53 个, 大夫 1023 人",武汉大学人民医院，又名 湖北省人民医院...,//info.haodf.com/hospital/DE4roiYGYZwmxmOyZJ9SvRJb8/jieshao.htm,本院(紫阳院区):湖北武汉武昌区张之洞路...,//map.haodf.com/hospital/DE4roiYGYZwmxmOyZJ9SvRJb8/map.htm,"027-88041911(总机),027-88041911转85314(门诊导医),027-88041911转85539(门诊导医),",https://www.haodf.com/hospital/DE4roiYGYZwmxmOyZJ9SvRJb8.htm
"科室 57 个, 大夫 1321 人",华中科技大学同济医学院附属协和医院始...,//info.haodf.com/hospital/DE4roiYGYZwXyUc2dcByMhc7g/jieshao.htm,本部:湖北省武汉市解放大道1277号;西院...,//map.haodf.com/hospital/DE4roiYGYZwXyUc2dcByMhc7g/map.htm,"027-85726114(总机),027-85726754(咨询)",https://www.haodf.com/hospital/DE4roiYGYZwXyUc2dcByMhc7g.htm
"科室 27 个, 大夫 211 人",江苏省妇幼保健院（江苏省人民医院妇幼...,//info.haodf.com/hospital/DE4roiYGYZwXJorEpjdCy8jrf/jieshao.htm,江苏省南京市江东北路368号,//map.haodf.com/hospital/DE4roiYGYZwXJorEpjdCy8jrf/map.htm,025-86211033(总机),https://www.haodf.com/hospital/DE4roiYGYZwXJorEpjdCy8jrf.htm
"科室 14 个, 大夫 183 人",南京医科大学附属口腔医院暨江苏省口腔...,//info.haodf.com/hospital/DE4roiYGYZwEi165Sxq9XkxnU/jieshao.htm,南京市汉中路136号(本部);南京市鼓楼区...,//map.haodf.com/hospital/DE4roiYGYZwEi165Sxq9XkxnU/map.htm,"025-85031811(办公室),025-85031818(导医),025-85031867(办公室),025-86864026(第一门诊部),025-86864040(第一门诊部)",https://www.haodf.com/hospital/DE4roiYGYZwEi165Sxq9XkxnU.htm
"科室 16 个, 大夫 217 人",南京大学医学院附属口腔医院暨南京市口...,//info.haodf.com/hospital/DE4roiYGYZwaJ2d9CWC6I0WTb/jieshao.htm,本部:南京市中央路30号;第一门诊部:南京...,//map.haodf.com/hospital/DE4roiYGYZwaJ2d9CWC6I0WTb/map.htm,"025-83620362(总机),025-83620300(咨询),025-83620190(挂号室),025-83620200(医务处)",https://www.haodf.com/hospital/DE4roiYGYZwaJ2d9CWC6I0WTb.htm
"科室 57 个, 大夫 498 人",江苏省苏北人民医院又名扬州大学附属苏...,//info.haodf.com/hospital/DE4roiYGYZwECnbML76GGU71e/jieshao.htm,江苏省扬州市广陵区南通西路98号,//map.haodf.com/hospital/DE4roiYGYZwECnbML76GGU71e/map.htm,"0514-87373012(总机),0514-87373114(咨询)",https://www.haodf.com/hospital/DE4roiYGYZwECnbML76GGU71e.htm
"科室 28 个, 大夫 278 人",南京市妇幼保健院创建于1936年，前身为...,//info.haodf.com/hospital/DE4roiYGYZwECq9quPKsNiPfO/jieshao.htm,南京市莫愁路天妃巷123号,//map.haodf.com/hospital/DE4roiYGYZwECq9quPKsNiPfO/map.htm,"025-52226900(预约挂号),025-52226777(总机),025-52226356(咨询)",https://www.haodf.com/hospital/DE4roiYGYZwECq9quPKsNiPfO.htm
"科室 46 个, 大夫 1197 人",苏州大学附属第一医院始创于1883年（清...,//info.haodf.com/hospital/DE4roiYGYZwECOrEpjdCy8jrf/jieshao.htm,总院:苏州市平海路899号;十梓街院区:苏...,//map.haodf.com/hospital/DE4roiYGYZwECOrEpjdCy8jrf/map.htm,"0512-65223637(总机),65223637转8299(急诊),65223637转8219(咨询),65223637转8199(急救)",https://www.haodf.com/hospital/DE4roiYGYZwECOrEpjdCy8jrf.htm
"科室 52 个, 大夫 693 人",南京鼓楼医院，又名南京大学医学院附属...,//info.haodf.com/hospital/DE4roiYGYZwXyq65Sxq9XkxnU/jieshao.htm,本院:南京市中山路321号;北院:南京市中...,//map.haodf.com/hospital/DE4roiYGYZwXyq65Sxq9XkxnU/map.htm,"025-83106666(总机),025-12320(预约电话)",https://www.haodf.com/hospital/DE4roiYGYZwXyq65Sxq9XkxnU.htm
"科室 46 个, 大夫 774 人",中国人民解放军南京军区南京总医院居六...,//info.haodf.com/hospital/DE4roiYGYZwXJ165Sxq9XkxnU/jieshao.htm,江苏省南京市玄武区中山东路305号,//map.haodf.com/hospital/DE4roiYGYZwXJ165Sxq9XkxnU/map.htm,"025-80860114(查号台),025-80861062(可提前一周,肾脏科没有预约号),025-80860144(急诊)",https://www.haodf.com/hospital/DE4roiYGYZwXJ165Sxq9XkxnU.htm
"科室 21 个, 大夫 96 人",山东省妇幼保健院（山东省妇产医院、山...,//info.haodf.com/hospital/DE4rO-XCoLU0jOEmi88QpNK6eR/jieshao.htm,济南市经十东路238号,//map.haodf.com/hospital/DE4rO-XCoLU0jOEmi88QpNK6eR/map.htm,"0531-68795005(办公室),0531-85187266(健康热线)",https://www.haodf.com/hospital/DE4rO-XCoLU0jOEmi88QpNK6eR.htm
"科室 13 个, 大夫 161 人",山东大学口腔医学院，前身为山东医科大...,//info.haodf.com/hospital/DE4roiYGYZwaC243vTNHYjTjw/jieshao.htm,济南市历下区文化西路44-1号,//map.haodf.com/hospital/DE4roiYGYZwaC243vTNHYjTjw/map.htm,0531-88382056(咨询),https://www.haodf.com/hospital/DE4roiYGYZwaC243vTNHYjTjw.htm
"科室 17 个, 大夫 143 人",医院位于济南市市中区建国小经三路2号，...,//info.haodf.com/hospital/DE4roiYGYZwEy186yaYLonaQx/jieshao.htm,山东省济南市市中区建国小经三路2号,//map.haodf.com/hospital/DE4roiYGYZwEy186yaYLonaQx/map.htm,"0531-89029000(总机),0531-89029188(客服电话),0531-58675128(预约挂号)",https://www.haodf.com/hospital/DE4roiYGYZwEy186yaYLonaQx.htm
"科室 55 个, 大夫 502 人",济南市中心医院是济南市属局级综合性三...,//info.haodf.com/hospital/DE4roiYGYZwIz9ZyZJ9SvRJb8/jieshao.htm,济南市历下区解放路105号,//map.haodf.com/hospital/DE4roiYGYZwIz9ZyZJ9SvRJb8/map.htm,"0531-85695114(总机),0531-81312000(客户服务)",https://www.haodf.com/hospital/DE4roiYGYZwIz9ZyZJ9SvRJb8.htm
"科室 54 个, 大夫 771 人",青岛市市立医院（集团）始建于1916年，...,//info.haodf.com/hospital/DE4roiYGYZwEJ386yaYLonaQx/jieshao.htm,本部:青岛市胶州路1号;东院:青岛市东海...,//map.haodf.com/hospital/DE4roiYGYZwEJ386yaYLonaQx/map.htm,"0532-82716767(本部咨询),0532-82716868(东院区咨询),0532-82852181(皮肤病防治院)",https://www.haodf.com/hospital/DE4roiYGYZwEJ386yaYLonaQx.htm
"科室 59 个, 大夫 662 人",烟台毓璜顶医院始建于1890年，其前身是...,//info.haodf.com/hospital/DE4roiYGYZwE-1tsGQuzElQch/jieshao.htm,芝罘区毓东路20号,//map.haodf.com/hospital/DE4roiYGYZwE-1tsGQuzElQch/map.htm,0535-6691999(总机),https://www.haodf.com/hospital/DE4roiYGYZwE-1tsGQuzElQch.htm
"科室 47 个, 大夫 419 人",济南军区总医院是一所集医、教、研、预...,//info.haodf.com/hospital/DE4roiYGYZwIzsSCFVHDuJVht/jieshao.htm,本部:山东省济南市天桥区师范路25号;西...,//map.haodf.com/hospital/DE4roiYGYZwIzsSCFVHDuJVht/map.htm,"0531-51666114(总机),0531-51666666(总机),0531-51665665(门诊预约),0531-51688195(急救)",https://www.haodf.com/hospital/DE4roiYGYZwIzsSCFVHDuJVht.htm
"科室 76 个, 大夫 1213 人",1898年，滥觞于黄海之滨的德国野战医院...,//info.haodf.com/hospital/DE4roiYGYZwExprEpjdCy8jrf/jieshao.htm,市南院区:青岛市市南区江苏路16号;市北...,//map.haodf.com/hospital/DE4roiYGYZwExprEpjdCy8jrf/map.htm,"0532-82911847(总院咨询),0532-82918181(黄岛咨询),0532-82913225(东部咨询)",https://www.haodf.com/hospital/DE4roiYGYZwExprEpjdCy8jrf.htm
"科室 71 个, 大夫 1150 人",山东大学齐鲁医院是山东大学直属的国家...,//info.haodf.com/hospital/DE4roiYGYZwmGIOyZJ9SvRJb8/jieshao.htm,山东省济南市历下区文化西路107号(本部...,//map.haodf.com/hospital/DE4roiYGYZwmGIOyZJ9SvRJb8/map.htm,0531-82166666(预约挂号),https://www.haodf.com/hospital/DE4roiYGYZwmGIOyZJ9SvRJb8.htm
"科室 77 个, 大夫 1322 人",山东省立医院始建于1897年，迄今已有11...,//info.haodf.com/hospital/DE4roiYGYZwXJp7o5nM-zfnJT/jieshao.htm,"中心院区:济南市经五纬七路324号,山东省...",//map.haodf.com/hospital/DE4roiYGYZwXJp7o5nM-zfnJT/map.htm,"0531-68777114(总机),0531-87938911(总机),0531-68776200(咨询电话),0531-58675120(预约)",https://www.haodf.com/hospital/DE4roiYGYZwXJp7o5nM-zfnJT.htm
