,金额,商品,支付时间,地点,大类,二级类
100,4.5,68g好丽友巧克力派2枚,2017/10/26 07:23,B,非饮料,饼干糕点
135,4.5,68g好丽友巧克力派2枚,2017/12/16 15:59,B,非饮料,饼干糕点
137,4.5,68g好丽友巧克力派2枚,2017/12/21 09:00,B,非饮料,饼干糕点
143,1.5,40g双汇玉米热狗肠,2017/1/3 01:52,B,非饮料,肉干/豆制品/蛋
152,1.5,40g双汇玉米热狗肠,2017/1/9 21:36,B,非饮料,肉干/豆制品/蛋
155,1.5,40g双汇玉米热狗肠,2017/1/10 04:34,B,非饮料,肉干/豆制品/蛋
156,3.0,40g双汇玉米热狗肠,2017/1/10 13:49,B,非饮料,肉干/豆制品/蛋
169,1.5,40g双汇玉米热狗肠,2017/1/30 16:39,B,非饮料,肉干/豆制品/蛋
170,1.5,40g双汇玉米热狗肠,2017/1/30 23:02,B,非饮料,肉干/豆制品/蛋
171,1.5,40g双汇玉米热狗肠,2017/2/8 16:09,B,非饮料,肉干/豆制品/蛋
172,3.0,40g双汇玉米热狗肠,2017/3/28 23:58,B,非饮料,肉干/豆制品/蛋
177,3.0,40g双汇玉米热狗肠,2017/3/31 04:21,B,非饮料,肉干/豆制品/蛋
179,3.0,40g双汇玉米热狗肠,2017/3/31 16:38,B,非饮料,肉干/豆制品/蛋
183,3.0,40g双汇玉米热狗肠,2017/4/1 14:29,B,非饮料,肉干/豆制品/蛋
184,1.5,40g双汇玉米热狗肠,2017/4/1 14:53,B,非饮料,肉干/豆制品/蛋
185,3.0,40g双汇玉米热狗肠,2017/4/1 15:01,B,非饮料,肉干/豆制品/蛋
186,3.0,40g双汇玉米热狗肠,2017/4/1 17:10,B,非饮料,肉干/豆制品/蛋
190,1.5,40g双汇玉米热狗肠,2017/4/11 16:54,B,非饮料,肉干/豆制品/蛋
192,1.5,40g双汇玉米热狗肠,2017/4/13 01:20,B,非饮料,肉干/豆制品/蛋
194,1.5,40g双汇玉米热狗肠,2017/4/14 16:37,B,非饮料,肉干/豆制品/蛋
195,4.5,40g双汇玉米热狗肠,2017/4/14 16:43,B,非饮料,肉干/豆制品/蛋
196,1.5,40g双汇玉米热狗肠,2017/4/14 21:53,B,非饮料,肉干/豆制品/蛋
205,1.5,40g双汇玉米热狗肠,2017/4/18 00:11,B,非饮料,肉干/豆制品/蛋
206,1.5,40g双汇玉米热狗肠,2017/4/18 06:09,B,非饮料,肉干/豆制品/蛋
207,3.0,40g双汇玉米热狗肠,2017/4/18 20:13,B,非饮料,肉干/豆制品/蛋
220,4.5,40g双汇玉米热狗肠,2017/4/23 23:39,B,非饮料,肉干/豆制品/蛋
230,1.5,40g双汇玉米热狗肠,2017/4/30 11:35,B,非饮料,肉干/豆制品/蛋
234,4.5,40g双汇玉米热狗肠,2017/5/1 16:10,B,非饮料,肉干/豆制品/蛋
236,1.5,40g双汇玉米热狗肠,2017/5/2 10:38,B,非饮料,肉干/豆制品/蛋
239,1.5,40g双汇玉米热狗肠,2017/5/3 07:55,B,非饮料,肉干/豆制品/蛋
241,3.0,40g双汇玉米热狗肠,2017/5/4 15:56,B,非饮料,肉干/豆制品/蛋
256,3.0,40g双汇玉米热狗肠,2017/5/10 07:52,B,非饮料,肉干/豆制品/蛋
262,1.5,40g双汇玉米热狗肠,2017/5/10 20:05,B,非饮料,肉干/豆制品/蛋
265,4.5,40g双汇玉米热狗肠,2017/5/11 23:38,B,非饮料,肉干/豆制品/蛋
270,1.5,40g双汇玉米热狗肠,2017/5/13 21:44,B,非饮料,肉干/豆制品/蛋
274,3.0,40g双汇玉米热狗肠,2017/5/14 16:15,B,非饮料,肉干/豆制品/蛋
277,1.5,40g双汇玉米热狗肠,2017/5/15 11:28,B,非饮料,肉干/豆制品/蛋
288,1.5,40g双汇玉米热狗肠,2017/5/18 11:56,B,非饮料,肉干/豆制品/蛋
292,1.5,40g双汇玉米热狗肠,2017/5/19 07:51,B,非饮料,肉干/豆制品/蛋
295,1.5,40g双汇玉米热狗肠,2017/5/19 16:43,B,非饮料,肉干/豆制品/蛋
297,1.5,40g双汇玉米热狗肠,2017/5/19 20:29,B,非饮料,肉干/豆制品/蛋
300,1.5,40g双汇玉米热狗肠,2017/5/20 00:10,B,非饮料,肉干/豆制品/蛋
306,1.5,40g双汇玉米热狗肠,2017/5/21 07:45,B,非饮料,肉干/豆制品/蛋
307,3.0,40g双汇玉米热狗肠,2017/5/21 09:49,B,非饮料,肉干/豆制品/蛋
309,1.5,40g双汇玉米热狗肠,2017/5/21 22:43,B,非饮料,肉干/豆制品/蛋
314,1.5,40g双汇玉米热狗肠,2017/5/22 23:02,B,非饮料,肉干/豆制品/蛋
316,3.0,40g双汇玉米热狗肠,2017/5/23 11:32,B,非饮料,肉干/豆制品/蛋
318,1.5,40g双汇玉米热狗肠,2017/5/23 15:12,B,非饮料,肉干/豆制品/蛋
347,1.5,40g双汇玉米热狗肠,2017/5/27 20:36,B,非饮料,肉干/豆制品/蛋
355,3.0,40g双汇玉米热狗肠,2017/5/29 01:31,B,非饮料,肉干/豆制品/蛋
356,1.5,40g双汇玉米热狗肠,2017/5/29 10:02,B,非饮料,肉干/豆制品/蛋
370,1.5,40g双汇玉米热狗肠,2017/6/1 07:12,B,非饮料,肉干/豆制品/蛋
374,1.5,40g双汇玉米热狗肠,2017/6/1 20:41,B,非饮料,肉干/豆制品/蛋
383,4.5,40g双汇玉米热狗肠,2017/6/3 12:36,B,非饮料,肉干/豆制品/蛋
384,3.0,40g双汇玉米热狗肠,2017/6/3 18:37,B,非饮料,肉干/豆制品/蛋
389,1.5,40g双汇玉米热狗肠,2017/6/4 12:14,B,非饮料,肉干/豆制品/蛋
394,3.0,40g双汇玉米热狗肠,2017/6/4 15:07,B,非饮料,肉干/豆制品/蛋
396,3.0,40g双汇玉米热狗肠,2017/6/4 17:49,B,非饮料,肉干/豆制品/蛋
401,1.5,40g双汇玉米热狗肠,2017/6/5 08:06,B,非饮料,肉干/豆制品/蛋
403,3.0,40g双汇玉米热狗肠,2017/6/5 17:35,B,非饮料,肉干/豆制品/蛋
404,3.0,40g双汇玉米热狗肠,2017/6/5 20:08,B,非饮料,肉干/豆制品/蛋
410,1.5,40g双汇玉米热狗肠,2017/6/7 01:07,B,非饮料,肉干/豆制品/蛋
411,1.5,40g双汇玉米热狗肠,2017/6/7 03:07,B,非饮料,肉干/豆制品/蛋
413,1.5,40g双汇玉米热狗肠,2017/6/7 07:55,B,非饮料,肉干/豆制品/蛋
418,1.5,40g双汇玉米热狗肠,2017/6/7 12:29,B,非饮料,肉干/豆制品/蛋
421,3.0,40g双汇玉米热狗肠,2017/6/7 18:26,B,非饮料,肉干/豆制品/蛋
424,1.5,40g双汇玉米热狗肠,2017/6/7 21:52,B,非饮料,肉干/豆制品/蛋
428,3.0,40g双汇玉米热狗肠,2017/6/8 13:33,B,非饮料,肉干/豆制品/蛋
432,3.0,40g双汇玉米热狗肠,2017/6/9 07:41,B,非饮料,肉干/豆制品/蛋
459,1.5,40g双汇玉米热狗肠,2017/6/11 12:14,B,非饮料,肉干/豆制品/蛋
460,1.5,40g双汇玉米热狗肠,2017/6/11 12:47,B,非饮料,肉干/豆制品/蛋
482,1.5,40g双汇玉米热狗肠,2017/6/12 15:21,B,非饮料,肉干/豆制品/蛋
487,1.5,40g双汇玉米热狗肠,2017/6/12 20:19,B,非饮料,肉干/豆制品/蛋
488,1.5,40g双汇玉米热狗肠,2017/6/12 21:41,B,非饮料,肉干/豆制品/蛋
500,1.5,40g双汇玉米热狗肠,2017/6/13 11:06,B,非饮料,肉干/豆制品/蛋
507,1.5,40g双汇玉米热狗肠,2017/6/14 08:01,B,非饮料,肉干/豆制品/蛋
512,1.5,40g双汇玉米热狗肠,2017/6/14 17:40,B,非饮料,肉干/豆制品/蛋
521,3.0,40g双汇玉米热狗肠,2017/6/15 14:25,B,非饮料,肉干/豆制品/蛋
523,4.5,40g双汇玉米热狗肠,2017/6/15 17:41,B,非饮料,肉干/豆制品/蛋
524,1.5,40g双汇玉米热狗肠,2017/6/15 18:25,B,非饮料,肉干/豆制品/蛋
534,1.5,40g双汇玉米热狗肠,2017/6/16 15:34,B,非饮料,肉干/豆制品/蛋
537,1.5,40g双汇玉米热狗肠,2017/6/16 19:20,B,非饮料,肉干/豆制品/蛋
539,3.0,40g双汇玉米热狗肠,2017/6/16 22:15,B,非饮料,肉干/豆制品/蛋
542,3.0,40g双汇玉米热狗肠,2017/6/18 02:33,B,非饮料,肉干/豆制品/蛋
544,3.0,40g双汇玉米热狗肠,2017/6/18 16:03,B,非饮料,肉干/豆制品/蛋
551,3.0,40g双汇玉米热狗肠,2017/6/19 15:55,B,非饮料,肉干/豆制品/蛋
553,1.5,40g双汇玉米热狗肠,2017/6/19 17:38,B,非饮料,肉干/豆制品/蛋
559,1.5,40g双汇玉米热狗肠,2017/6/21 13:25,B,非饮料,肉干/豆制品/蛋
560,1.5,40g双汇玉米热狗肠,2017/6/22 16:28,B,非饮料,肉干/豆制品/蛋
561,3.0,40g双汇玉米热狗肠,2017/6/22 17:45,B,非饮料,肉干/豆制品/蛋
562,1.5,40g双汇玉米热狗肠,2017/6/22 17:52,B,非饮料,肉干/豆制品/蛋
563,1.5,40g双汇玉米热狗肠,2017/6/23 09:26,B,非饮料,肉干/豆制品/蛋
567,1.5,40g双汇玉米热狗肠,2017/6/24 15:22,B,非饮料,肉干/豆制品/蛋
571,1.5,40g双汇玉米热狗肠,2017/6/25 12:22,B,非饮料,肉干/豆制品/蛋
576,3.0,40g双汇玉米热狗肠,2017/6/26 08:41,B,非饮料,肉干/豆制品/蛋
579,1.5,40g双汇玉米热狗肠,2017/6/26 22:52,B,非饮料,肉干/豆制品/蛋
586,3.0,40g双汇玉米热狗肠,2017/6/28 16:52,B,非饮料,肉干/豆制品/蛋
590,1.5,40g双汇玉米热狗肠,2017/6/28 23:34,B,非饮料,肉干/豆制品/蛋
592,1.5,40g双汇玉米热狗肠,2017/6/29 07:42,B,非饮料,肉干/豆制品/蛋
597,1.5,40g双汇玉米热狗肠,2017/6/30 14:58,B,非饮料,肉干/豆制品/蛋
606,3.0,40g双汇玉米热狗肠,2017/7/1 12:17,B,非饮料,肉干/豆制品/蛋
608,3.0,40g双汇玉米热狗肠,2017/7/1 17:00,B,非饮料,肉干/豆制品/蛋
611,1.5,40g双汇玉米热狗肠,2017/7/4 12:14,B,非饮料,肉干/豆制品/蛋
615,1.5,40g双汇玉米热狗肠,2017/7/8 17:27,B,非饮料,肉干/豆制品/蛋
616,3.0,40g双汇玉米热狗肠,2017/7/11 09:06,B,非饮料,肉干/豆制品/蛋
619,1.5,40g双汇玉米热狗肠,2017/7/19 15:05,B,非饮料,肉干/豆制品/蛋
628,1.5,40g双汇玉米热狗肠,2017/7/26 09:15,B,非饮料,肉干/豆制品/蛋
645,1.5,40g双汇玉米热狗肠,2017/8/6 18:06,B,非饮料,肉干/豆制品/蛋
649,1.5,40g双汇玉米热狗肠,2017/8/11 13:00,B,非饮料,肉干/豆制品/蛋
653,1.5,40g双汇玉米热狗肠,2017/8/16 12:18,B,非饮料,肉干/豆制品/蛋
677,3.0,40g双汇玉米热狗肠,2017/8/23 19:02,B,非饮料,肉干/豆制品/蛋
697,1.5,40g双汇玉米热狗肠,2017/9/1 11:33,B,非饮料,肉干/豆制品/蛋
702,1.5,40g双汇玉米热狗肠,2017/9/1 22:42,B,非饮料,肉干/豆制品/蛋
715,1.5,40g双汇玉米热狗肠,2017/9/3 19:11,B,非饮料,肉干/豆制品/蛋
716,1.5,40g双汇玉米热狗肠,2017/9/3 19:24,B,非饮料,肉干/豆制品/蛋
719,3.0,40g双汇玉米热狗肠,2017/9/4 00:59,B,非饮料,肉干/豆制品/蛋
720,1.5,40g双汇玉米热狗肠,2017/9/4 11:22,B,非饮料,肉干/豆制品/蛋
736,1.5,40g双汇玉米热狗肠,2017/9/10 22:21,B,非饮料,肉干/豆制品/蛋
752,1.5,40g双汇玉米热狗肠,2017/9/14 15:21,B,非饮料,肉干/豆制品/蛋
757,1.5,40g双汇玉米热狗肠,2017/9/16 09:00,B,非饮料,肉干/豆制品/蛋
773,1.5,40g双汇玉米热狗肠,2017/9/21 14:36,B,非饮料,肉干/豆制品/蛋
775,1.5,40g双汇玉米热狗肠,2017/9/21 17:13,B,非饮料,肉干/豆制品/蛋
777,1.5,40g双汇玉米热狗肠,2017/9/21 20:35,B,非饮料,肉干/豆制品/蛋
779,1.5,40g双汇玉米热狗肠,2017/9/22 09:09,B,非饮料,肉干/豆制品/蛋
801,1.5,40g双汇玉米热狗肠,2017/9/26 11:57,B,非饮料,肉干/豆制品/蛋
805,4.5,40g双汇玉米热狗肠,2017/9/27 18:14,B,非饮料,肉干/豆制品/蛋
815,2.0,40g双汇玉米热狗肠,2017/9/30 11:38,B,非饮料,肉干/豆制品/蛋
826,1.5,40g双汇玉米热狗肠,2017/10/1 07:20,B,非饮料,肉干/豆制品/蛋
867,3.0,40g双汇玉米热狗肠,2017/10/2 22:15,B,非饮料,肉干/豆制品/蛋
878,1.5,40g双汇玉米热狗肠,2017/10/3 08:58,B,非饮料,肉干/豆制品/蛋
898,1.5,40g双汇玉米热狗肠,2017/10/4 20:37,B,非饮料,肉干/豆制品/蛋
899,1.5,40g双汇玉米热狗肠,2017/10/4 22:40,B,非饮料,肉干/豆制品/蛋
901,1.5,40g双汇玉米热狗肠,2017/10/5 13:08,B,非饮料,肉干/豆制品/蛋
902,1.5,40g双汇玉米热狗肠,2017/10/5 17:01,B,非饮料,肉干/豆制品/蛋
903,1.5,40g双汇玉米热狗肠,2017/10/6 13:24,B,非饮料,肉干/豆制品/蛋
905,3.0,40g双汇玉米热狗肠,2017/10/6 20:35,B,非饮料,肉干/豆制品/蛋
907,1.5,40g双汇玉米热狗肠,2017/10/7 13:03,B,非饮料,肉干/豆制品/蛋
908,1.5,40g双汇玉米热狗肠,2017/10/7 13:17,B,非饮料,肉干/豆制品/蛋
914,1.5,40g双汇玉米热狗肠,2017/10/9 14:52,B,非饮料,肉干/豆制品/蛋
915,1.5,40g双汇玉米热狗肠,2017/10/9 15:32,B,非饮料,肉干/豆制品/蛋
919,1.5,40g双汇玉米热狗肠,2017/10/10 12:04,B,非饮料,肉干/豆制品/蛋
922,3.0,40g双汇玉米热狗肠,2017/10/10 15:37,B,非饮料,肉干/豆制品/蛋
927,1.5,40g双汇玉米热狗肠,2017/10/10 22:35,B,非饮料,肉干/豆制品/蛋
933,1.5,40g双汇玉米热狗肠,2017/10/12 01:43,B,非饮料,肉干/豆制品/蛋
934,1.5,40g双汇玉米热狗肠,2017/10/12 09:32,B,非饮料,肉干/豆制品/蛋
937,1.5,40g双汇玉米热狗肠,2017/10/12 13:38,B,非饮料,肉干/豆制品/蛋
938,1.5,40g双汇玉米热狗肠,2017/10/12 18:20,B,非饮料,肉干/豆制品/蛋
956,4.5,40g双汇玉米热狗肠,2017/10/16 23:48,B,非饮料,肉干/豆制品/蛋
959,3.0,40g双汇玉米热狗肠,2017/10/17 12:35,B,非饮料,肉干/豆制品/蛋
971,3.0,40g双汇玉米热狗肠,2017/10/20 22:54,B,非饮料,肉干/豆制品/蛋
973,1.5,40g双汇玉米热狗肠,2017/10/21 16:15,B,非饮料,肉干/豆制品/蛋
976,1.5,40g双汇玉米热狗肠,2017/10/22 12:42,B,非饮料,肉干/豆制品/蛋
977,4.5,40g双汇玉米热狗肠,2017/10/22 23:11,B,非饮料,肉干/豆制品/蛋
978,3.0,40g双汇玉米热狗肠,2017/10/23 07:57,B,非饮料,肉干/豆制品/蛋
979,3.0,40g双汇玉米热狗肠,2017/10/23 13:57,B,非饮料,肉干/豆制品/蛋
981,1.5,40g双汇玉米热狗肠,2017/10/24 00:18,B,非饮料,肉干/豆制品/蛋
984,1.5,40g双汇玉米热狗肠,2017/10/25 00:59,B,非饮料,肉干/豆制品/蛋
985,1.5,40g双汇玉米热狗肠,2017/10/25 14:45,B,非饮料,肉干/豆制品/蛋
987,3.0,40g双汇玉米热狗肠,2017/10/26 00:04,B,非饮料,肉干/豆制品/蛋
988,1.5,40g双汇玉米热狗肠,2017/10/26 13:32,B,非饮料,肉干/豆制品/蛋
989,1.5,40g双汇玉米热狗肠,2017/10/26 13:38,B,非饮料,肉干/豆制品/蛋
992,3.0,40g双汇玉米热狗肠,2017/10/27 19:52,B,非饮料,肉干/豆制品/蛋
993,1.5,40g双汇玉米热狗肠,2017/10/27 20:04,B,非饮料,肉干/豆制品/蛋
995,1.5,40g双汇玉米热狗肠,2017/10/28 07:08,B,非饮料,肉干/豆制品/蛋
996,1.5,40g双汇玉米热狗肠,2017/10/28 12:12,B,非饮料,肉干/豆制品/蛋
997,3.0,40g双汇玉米热狗肠,2017/10/28 12:17,B,非饮料,肉干/豆制品/蛋
998,3.0,40g双汇玉米热狗肠,2017/10/28 17:22,B,非饮料,肉干/豆制品/蛋
1004,1.5,40g双汇玉米热狗肠,2017/10/29 20:19,B,非饮料,肉干/豆制品/蛋
1007,3.0,40g双汇玉米热狗肠,2017/10/31 09:11,B,非饮料,肉干/豆制品/蛋
1016,1.5,40g双汇玉米热狗肠,2017/11/2 09:05,B,非饮料,肉干/豆制品/蛋
1057,1.5,40g双汇玉米热狗肠,2017/11/13 09:28,B,非饮料,肉干/豆制品/蛋
1066,1.5,40g双汇玉米热狗肠,2017/11/14 22:14,B,非饮料,肉干/豆制品/蛋
1085,1.5,40g双汇玉米热狗肠,2017/11/19 11:19,B,非饮料,肉干/豆制品/蛋
1093,4.5,40g双汇玉米热狗肠,2017/11/20 13:09,B,非饮料,肉干/豆制品/蛋
1098,3.0,40g双汇玉米热狗肠,2017/11/20 18:23,B,非饮料,肉干/豆制品/蛋
1103,1.5,40g双汇玉米热狗肠,2017/12/1 20:20,B,非饮料,肉干/豆制品/蛋
1108,1.5,40g双汇玉米热狗肠,2017/12/2 12:05,B,非饮料,肉干/豆制品/蛋
1109,3.0,40g双汇玉米热狗肠,2017/12/2 12:48,B,非饮料,肉干/豆制品/蛋
1114,1.5,40g双汇玉米热狗肠,2017/12/2 23:04,B,非饮料,肉干/豆制品/蛋
1124,3.0,40g双汇玉米热狗肠,2017/12/4 10:58,B,非饮料,肉干/豆制品/蛋
1136,4.5,40g双汇玉米热狗肠,2017/12/6 16:20,B,非饮料,肉干/豆制品/蛋
1137,1.5,40g双汇玉米热狗肠,2017/12/6 17:20,B,非饮料,肉干/豆制品/蛋
1152,1.5,40g双汇玉米热狗肠,2017/12/8 15:53,B,非饮料,肉干/豆制品/蛋
1153,1.5,40g双汇玉米热狗肠,2017/12/8 20:17,B,非饮料,肉干/豆制品/蛋
1157,1.5,40g双汇玉米热狗肠,2017/12/9 13:16,B,非饮料,肉干/豆制品/蛋
1164,3.0,40g双汇玉米热狗肠,2017/12/10 12:03,B,非饮料,肉干/豆制品/蛋
1166,3.0,40g双汇玉米热狗肠,2017/12/10 15:42,B,非饮料,肉干/豆制品/蛋
1174,1.5,40g双汇玉米热狗肠,2017/12/11 19:39,B,非饮料,肉干/豆制品/蛋
1181,1.5,40g双汇玉米热狗肠,2017/12/14 09:21,B,非饮料,肉干/豆制品/蛋
1188,1.5,40g双汇玉米热狗肠,2017/12/15 15:47,B,非饮料,肉干/豆制品/蛋
1203,1.5,40g双汇玉米热狗肠,2017/12/28 08:46,B,非饮料,肉干/豆制品/蛋
1205,1.5,40g双汇玉米热狗肠,2017/12/28 13:35,B,非饮料,肉干/豆制品/蛋
1216,5.0,48g好丽友薯愿香烤原味,2017/4/10 10:45,B,非饮料,膨化食品
1223,5.0,48g好丽友薯愿香烤原味,2017/5/13 19:27,B,非饮料,膨化食品
1225,5.0,48g好丽友薯愿香烤原味,2017/5/18 15:39,B,非饮料,膨化食品
1233,5.0,48g好丽友薯愿香烤原味,2017/6/5 17:49,B,非饮料,膨化食品
1234,5.0,48g好丽友薯愿香烤原味,2017/6/6 14:20,B,非饮料,膨化食品
1237,5.0,48g好丽友薯愿香烤原味,2017/6/10 01:14,B,非饮料,膨化食品
1243,5.0,48g好丽友薯愿香烤原味,2017/6/23 07:35,B,非饮料,膨化食品
1253,5.0,48g好丽友薯愿香烤原味,2017/8/29 12:27,B,非饮料,膨化食品
1257,5.0,48g好丽友薯愿香烤原味,2017/9/22 18:15,B,非饮料,膨化食品
1259,5.0,48g好丽友薯愿香烤原味,2017/9/26 16:50,B,非饮料,膨化食品
1260,5.0,48g好丽友薯愿香烤原味,2017/10/2 03:28,B,非饮料,膨化食品
1262,5.0,48g好丽友薯愿香烤原味,2017/10/11 16:27,B,非饮料,膨化食品
1267,5.0,48g好丽友薯愿香烤原味,2017/10/23 13:41,B,非饮料,膨化食品
1272,5.0,48g好丽友薯愿香烤原味,2017/11/2 01:36,B,非饮料,膨化食品
1273,5.0,48g好丽友薯愿香烤原味,2017/11/9 15:46,B,非饮料,膨化食品
1274,5.0,48g好丽友薯愿香烤原味,2017/11/12 14:36,B,非饮料,膨化食品
1277,5.0,48g好丽友薯愿香烤原味,2017/11/18 15:08,B,非饮料,膨化食品
1291,3.0,600ml可口可乐,2017/1/1 09:41,B,饮料,碳酸饮料
1292,3.5,600ml可口可乐,2017/1/10 16:13,B,饮料,碳酸饮料
1297,3.0,600ml可口可乐,2017/3/29 09:54,B,饮料,碳酸饮料
1305,3.5,600ml可口可乐,2017/4/18 13:25,B,饮料,碳酸饮料
1306,3.5,600ml可口可乐,2017/4/18 17:45,B,饮料,碳酸饮料
1309,3.5,600ml可口可乐,2017/4/24 17:27,B,饮料,碳酸饮料
1311,3.5,600ml可口可乐,2017/4/27 17:34,B,饮料,碳酸饮料
1312,3.0,600ml可口可乐,2017/4/29 02:28,B,饮料,碳酸饮料
1316,3.5,600ml可口可乐,2017/5/6 15:07,B,饮料,碳酸饮料
1317,3.5,600ml可口可乐,2017/5/6 18:17,B,饮料,碳酸饮料
1320,3.5,600ml可口可乐,2017/5/12 14:04,B,饮料,碳酸饮料
1323,3.0,600ml可口可乐,2017/5/19 14:00,B,饮料,碳酸饮料
1329,3.5,600ml可口可乐,2017/5/22 12:14,B,饮料,碳酸饮料
1330,3.0,600ml可口可乐,2017/5/22 22:59,B,饮料,碳酸饮料
1331,3.0,600ml可口可乐,2017/5/22 23:56,B,饮料,碳酸饮料
1332,3.5,600ml可口可乐,2017/5/23 05:05,B,饮料,碳酸饮料
1339,3.5,600ml可口可乐,2017/5/25 16:30,B,饮料,碳酸饮料
1345,3.0,600ml可口可乐,2017/5/30 11:05,B,饮料,碳酸饮料
1350,3.5,600ml可口可乐,2017/6/1 20:52,B,饮料,碳酸饮料
1352,3.0,600ml可口可乐,2017/6/3 10:24,B,饮料,碳酸饮料
1354,3.5,600ml可口可乐,2017/6/3 18:33,B,饮料,碳酸饮料
1355,3.5,600ml可口可乐,2017/6/3 21:09,B,饮料,碳酸饮料
1356,3.5,600ml可口可乐,2017/6/4 09:02,B,饮料,碳酸饮料
1359,3.5,600ml可口可乐,2017/6/4 20:06,B,饮料,碳酸饮料
1361,3.5,600ml可口可乐,2017/6/5 17:31,B,饮料,碳酸饮料
1369,3.5,600ml可口可乐,2017/6/8 22:52,B,饮料,碳酸饮料
1372,3.0,600ml可口可乐,2017/6/12 07:36,B,饮料,碳酸饮料
1373,3.0,600ml可口可乐,2017/6/12 15:50,B,饮料,碳酸饮料
1375,3.0,600ml可口可乐,2017/6/17 03:46,B,饮料,碳酸饮料
1383,3.0,600ml可口可乐,2017/6/22 07:25,B,饮料,碳酸饮料
1384,3.5,600ml可口可乐,2017/6/22 10:08,B,饮料,碳酸饮料
1395,3.5,600ml可口可乐,2017/6/23 16:20,B,饮料,碳酸饮料
1396,3.5,600ml可口可乐,2017/6/23 16:24,B,饮料,碳酸饮料
1402,3.5,600ml可口可乐,2017/6/24 14:44,B,饮料,碳酸饮料
1404,3.5,600ml可口可乐,2017/6/25 16:33,B,饮料,碳酸饮料
1408,3.0,600ml可口可乐,2017/6/28 16:39,B,饮料,碳酸饮料
1409,3.0,600ml可口可乐,2017/6/29 07:54,B,饮料,碳酸饮料
1412,3.5,600ml可口可乐,2017/6/30 14:16,B,饮料,碳酸饮料
1414,3.0,600ml可口可乐,2017/6/30 21:08,B,饮料,碳酸饮料
1420,3.5,600ml可口可乐,2017/7/24 16:35,B,饮料,碳酸饮料
1448,3.0,600ml可口可乐,2017/8/20 14:30,B,饮料,碳酸饮料
1457,3.5,600ml可口可乐,2017/9/3 12:03,B,饮料,碳酸饮料
1459,3.0,600ml可口可乐,2017/9/4 19:12,B,饮料,碳酸饮料
1460,3.5,600ml可口可乐,2017/9/5 12:17,B,饮料,碳酸饮料
1467,3.5,600ml可口可乐,2017/9/12 17:29,B,饮料,碳酸饮料
1480,3.5,600ml可口可乐,2017/9/21 19:23,B,饮料,碳酸饮料
1495,3.0,600ml可口可乐,2017/10/2 19:21,B,饮料,碳酸饮料
1496,3.0,600ml可口可乐,2017/10/2 23:16,B,饮料,碳酸饮料
1499,3.0,600ml可口可乐,2017/10/5 23:46,B,饮料,碳酸饮料
1502,3.0,600ml可口可乐,2017/10/6 17:12,B,饮料,碳酸饮料
1505,3.0,600ml可口可乐,2017/10/9 18:25,B,饮料,碳酸饮料
1512,3.5,600ml可口可乐,2017/10/14 00:39,B,饮料,碳酸饮料
1515,3.5,600ml可口可乐,2017/10/14 13:59,B,饮料,碳酸饮料
