,金额,商品,支付时间,地点,大类,二级类
217,1.5,40g双汇玉米热狗肠,2017/4/23 01:49,A,非饮料,肉干/豆制品/蛋
218,1.5,40g双汇玉米热狗肠,2017/4/23 15:28,A,非饮料,肉干/豆制品/蛋
223,1.5,40g双汇玉米热狗肠,2017/4/25 13:00,A,非饮料,肉干/豆制品/蛋
225,1.5,40g双汇玉米热狗肠,2017/4/27 11:21,A,非饮料,肉干/豆制品/蛋
231,1.5,40g双汇玉米热狗肠,2017/4/30 17:43,A,非饮料,肉干/豆制品/蛋
237,1.5,40g双汇玉米热狗肠,2017/5/2 14:52,A,非饮料,肉干/豆制品/蛋
238,1.5,40g双汇玉米热狗肠,2017/5/2 15:45,A,非饮料,肉干/豆制品/蛋
240,3.0,40g双汇玉米热狗肠,2017/5/3 12:10,A,非饮料,肉干/豆制品/蛋
242,1.5,40g双汇玉米热狗肠,2017/5/4 17:54,A,非饮料,肉干/豆制品/蛋
244,3.0,40g双汇玉米热狗肠,2017/5/5 15:44,A,非饮料,肉干/豆制品/蛋
245,1.5,40g双汇玉米热狗肠,2017/5/5 18:29,A,非饮料,肉干/豆制品/蛋
248,3.0,40g双汇玉米热狗肠,2017/5/6 00:31,A,非饮料,肉干/豆制品/蛋
251,3.0,40g双汇玉米热狗肠,2017/5/8 17:58,A,非饮料,肉干/豆制品/蛋
264,1.5,40g双汇玉米热狗肠,2017/5/11 22:05,A,非饮料,肉干/豆制品/蛋
267,1.5,40g双汇玉米热狗肠,2017/5/12 16:46,A,非饮料,肉干/豆制品/蛋
272,1.5,40g双汇玉米热狗肠,2017/5/14 03:48,A,非饮料,肉干/豆制品/蛋
276,1.5,40g双汇玉米热狗肠,2017/5/15 07:39,A,非饮料,肉干/豆制品/蛋
281,4.5,40g双汇玉米热狗肠,2017/5/16 00:11,A,非饮料,肉干/豆制品/蛋
282,1.5,40g双汇玉米热狗肠,2017/5/16 01:58,A,非饮料,肉干/豆制品/蛋
285,1.5,40g双汇玉米热狗肠,2017/5/17 23:52,A,非饮料,肉干/豆制品/蛋
291,1.5,40g双汇玉米热狗肠,2017/5/19 02:25,A,非饮料,肉干/豆制品/蛋
294,1.5,40g双汇玉米热狗肠,2017/5/19 13:24,A,非饮料,肉干/豆制品/蛋
298,1.5,40g双汇玉米热狗肠,2017/5/19 21:47,A,非饮料,肉干/豆制品/蛋
301,1.5,40g双汇玉米热狗肠,2017/5/20 11:04,A,非饮料,肉干/豆制品/蛋
310,1.5,40g双汇玉米热狗肠,2017/5/22 13:34,A,非饮料,肉干/豆制品/蛋
312,1.5,40g双汇玉米热狗肠,2017/5/22 16:29,A,非饮料,肉干/豆制品/蛋
319,1.5,40g双汇玉米热狗肠,2017/5/23 15:58,A,非饮料,肉干/豆制品/蛋
329,1.5,40g双汇玉米热狗肠,2017/5/25 03:29,A,非饮料,肉干/豆制品/蛋
330,1.5,40g双汇玉米热狗肠,2017/5/25 10:16,A,非饮料,肉干/豆制品/蛋
332,1.5,40g双汇玉米热狗肠,2017/5/25 13:38,A,非饮料,肉干/豆制品/蛋
335,3.0,40g双汇玉米热狗肠,2017/5/26 18:29,A,非饮料,肉干/豆制品/蛋
341,3.0,40g双汇玉米热狗肠,2017/5/27 13:11,A,非饮料,肉干/豆制品/蛋
342,1.5,40g双汇玉米热狗肠,2017/5/27 13:35,A,非饮料,肉干/豆制品/蛋
350,4.5,40g双汇玉米热狗肠,2017/5/28 12:15,A,非饮料,肉干/豆制品/蛋
353,1.5,40g双汇玉米热狗肠,2017/5/28 22:12,A,非饮料,肉干/豆制品/蛋
365,1.5,40g双汇玉米热狗肠,2017/5/30 19:58,A,非饮料,肉干/豆制品/蛋
368,3.0,40g双汇玉米热狗肠,2017/5/30 22:37,A,非饮料,肉干/豆制品/蛋
371,1.5,40g双汇玉米热狗肠,2017/6/1 08:46,A,非饮料,肉干/豆制品/蛋
375,1.5,40g双汇玉米热狗肠,2017/6/2 08:46,A,非饮料,肉干/豆制品/蛋
377,1.5,40g双汇玉米热狗肠,2017/6/2 13:11,A,非饮料,肉干/豆制品/蛋
381,3.0,40g双汇玉米热狗肠,2017/6/3 09:09,A,非饮料,肉干/豆制品/蛋
393,3.0,40g双汇玉米热狗肠,2017/6/4 14:55,A,非饮料,肉干/豆制品/蛋
409,3.0,40g双汇玉米热狗肠,2017/6/6 20:39,A,非饮料,肉干/豆制品/蛋
419,3.0,40g双汇玉米热狗肠,2017/6/7 15:32,A,非饮料,肉干/豆制品/蛋
426,1.5,40g双汇玉米热狗肠,2017/6/7 23:05,A,非饮料,肉干/豆制品/蛋
433,1.5,40g双汇玉米热狗肠,2017/6/9 08:15,A,非饮料,肉干/豆制品/蛋
440,3.0,40g双汇玉米热狗肠,2017/6/9 17:14,A,非饮料,肉干/豆制品/蛋
444,3.0,40g双汇玉米热狗肠,2017/6/9 19:03,A,非饮料,肉干/豆制品/蛋
471,1.5,40g双汇玉米热狗肠,2017/6/11 21:14,A,非饮料,肉干/豆制品/蛋
476,1.5,40g双汇玉米热狗肠,2017/6/11 23:14,A,非饮料,肉干/豆制品/蛋
478,3.0,40g双汇玉米热狗肠,2017/6/12 02:42,A,非饮料,肉干/豆制品/蛋
514,1.5,40g双汇玉米热狗肠,2017/6/14 21:56,A,非饮料,肉干/豆制品/蛋
517,1.5,40g双汇玉米热狗肠,2017/6/15 12:08,A,非饮料,肉干/豆制品/蛋
532,3.0,40g双汇玉米热狗肠,2017/6/16 14:28,A,非饮料,肉干/豆制品/蛋
535,3.0,40g双汇玉米热狗肠,2017/6/16 16:26,A,非饮料,肉干/豆制品/蛋
543,1.5,40g双汇玉米热狗肠,2017/6/18 10:41,A,非饮料,肉干/豆制品/蛋
545,1.5,40g双汇玉米热狗肠,2017/6/18 16:17,A,非饮料,肉干/豆制品/蛋
550,1.5,40g双汇玉米热狗肠,2017/6/19 12:18,A,非饮料,肉干/豆制品/蛋
555,1.5,40g双汇玉米热狗肠,2017/6/20 23:49,A,非饮料,肉干/豆制品/蛋
556,1.5,40g双汇玉米热狗肠,2017/6/21 08:26,A,非饮料,肉干/豆制品/蛋
558,1.5,40g双汇玉米热狗肠,2017/6/21 10:49,A,非饮料,肉干/豆制品/蛋
566,1.5,40g双汇玉米热狗肠,2017/6/24 15:06,A,非饮料,肉干/豆制品/蛋
568,1.5,40g双汇玉米热狗肠,2017/6/24 17:29,A,非饮料,肉干/豆制品/蛋
582,1.5,40g双汇玉米热狗肠,2017/6/27 15:19,A,非饮料,肉干/豆制品/蛋
584,3.0,40g双汇玉米热狗肠,2017/6/28 07:31,A,非饮料,肉干/豆制品/蛋
585,1.5,40g双汇玉米热狗肠,2017/6/28 12:15,A,非饮料,肉干/豆制品/蛋
598,1.5,40g双汇玉米热狗肠,2017/6/30 17:26,A,非饮料,肉干/豆制品/蛋
605,1.5,40g双汇玉米热狗肠,2017/7/1 00:53,A,非饮料,肉干/豆制品/蛋
613,1.5,40g双汇玉米热狗肠,2017/7/4 20:12,A,非饮料,肉干/豆制品/蛋
614,1.5,40g双汇玉米热狗肠,2017/7/8 09:31,A,非饮料,肉干/豆制品/蛋
623,1.5,40g双汇玉米热狗肠,2017/7/24 16:25,A,非饮料,肉干/豆制品/蛋
635,1.5,40g双汇玉米热狗肠,2017/7/30 14:23,A,非饮料,肉干/豆制品/蛋
662,1.5,40g双汇玉米热狗肠,2017/8/19 16:17,A,非饮料,肉干/豆制品/蛋
668,1.5,40g双汇玉米热狗肠,2017/8/21 09:56,A,非饮料,肉干/豆制品/蛋
708,3.0,40g双汇玉米热狗肠,2017/9/2 20:49,A,非饮料,肉干/豆制品/蛋
709,1.5,40g双汇玉米热狗肠,2017/9/2 20:58,A,非饮料,肉干/豆制品/蛋
717,3.0,40g双汇玉米热狗肠,2017/9/3 19:31,A,非饮料,肉干/豆制品/蛋
744,1.5,40g双汇玉米热狗肠,2017/9/13 00:24,A,非饮料,肉干/豆制品/蛋
751,1.5,40g双汇玉米热狗肠,2017/9/14 15:08,A,非饮料,肉干/豆制品/蛋
758,3.0,40g双汇玉米热狗肠,2017/9/16 10:26,A,非饮料,肉干/豆制品/蛋
765,3.0,40g双汇玉米热狗肠,2017/9/17 18:34,A,非饮料,肉干/豆制品/蛋
768,1.5,40g双汇玉米热狗肠,2017/9/20 13:29,A,非饮料,肉干/豆制品/蛋
769,3.0,40g双汇玉米热狗肠,2017/9/20 15:47,A,非饮料,肉干/豆制品/蛋
772,1.5,40g双汇玉米热狗肠,2017/9/21 14:27,A,非饮料,肉干/豆制品/蛋
778,1.5,40g双汇玉米热狗肠,2017/9/22 07:51,A,非饮料,肉干/豆制品/蛋
780,1.5,40g双汇玉米热狗肠,2017/9/22 14:40,A,非饮料,肉干/豆制品/蛋
785,1.5,40g双汇玉米热狗肠,2017/9/23 16:39,A,非饮料,肉干/豆制品/蛋
797,3.0,40g双汇玉米热狗肠,2017/9/24 19:15,A,非饮料,肉干/豆制品/蛋
798,1.5,40g双汇玉米热狗肠,2017/9/25 11:41,A,非饮料,肉干/豆制品/蛋
802,1.5,40g双汇玉米热狗肠,2017/9/27 09:05,A,非饮料,肉干/豆制品/蛋
804,4.5,40g双汇玉米热狗肠,2017/9/27 17:25,A,非饮料,肉干/豆制品/蛋
807,1.5,40g双汇玉米热狗肠,2017/9/28 08:32,A,非饮料,肉干/豆制品/蛋
835,1.5,40g双汇玉米热狗肠,2017/10/1 12:57,A,非饮料,肉干/豆制品/蛋
858,1.5,40g双汇玉米热狗肠,2017/10/2 14:42,A,非饮料,肉干/豆制品/蛋
866,4.0,40g双汇玉米热狗肠,2017/10/2 19:20,A,非饮料,肉干/豆制品/蛋
904,1.5,40g双汇玉米热狗肠,2017/10/6 17:05,A,非饮料,肉干/豆制品/蛋
909,1.5,40g双汇玉米热狗肠,2017/10/7 17:34,A,非饮料,肉干/豆制品/蛋
916,1.5,40g双汇玉米热狗肠,2017/10/9 17:34,A,非饮料,肉干/豆制品/蛋
917,1.5,40g双汇玉米热狗肠,2017/10/10 00:57,A,非饮料,肉干/豆制品/蛋
923,1.5,40g双汇玉米热狗肠,2017/10/10 15:49,A,非饮料,肉干/豆制品/蛋
926,2.0,40g双汇玉米热狗肠,2017/10/10 17:43,A,非饮料,肉干/豆制品/蛋
928,3.0,40g双汇玉米热狗肠,2017/10/11 07:43,A,非饮料,肉干/豆制品/蛋
931,3.0,40g双汇玉米热狗肠,2017/10/11 16:00,A,非饮料,肉干/豆制品/蛋
935,1.5,40g双汇玉米热狗肠,2017/10/12 10:29,A,非饮料,肉干/豆制品/蛋
936,1.5,40g双汇玉米热狗肠,2017/10/12 12:15,A,非饮料,肉干/豆制品/蛋
942,3.0,40g双汇玉米热狗肠,2017/10/13 00:16,A,非饮料,肉干/豆制品/蛋
948,1.5,40g双汇玉米热狗肠,2017/10/15 10:04,A,非饮料,肉干/豆制品/蛋
952,1.5,40g双汇玉米热狗肠,2017/10/16 07:57,A,非饮料,肉干/豆制品/蛋
954,1.5,40g双汇玉米热狗肠,2017/10/16 16:34,A,非饮料,肉干/豆制品/蛋
957,1.5,40g双汇玉米热狗肠,2017/10/17 00:20,A,非饮料,肉干/豆制品/蛋
958,1.5,40g双汇玉米热狗肠,2017/10/17 12:12,A,非饮料,肉干/豆制品/蛋
963,1.5,40g双汇玉米热狗肠,2017/10/18 23:15,A,非饮料,肉干/豆制品/蛋
964,1.5,40g双汇玉米热狗肠,2017/10/18 23:16,A,非饮料,肉干/豆制品/蛋
966,4.5,40g双汇玉米热狗肠,2017/10/20 00:16,A,非饮料,肉干/豆制品/蛋
968,1.5,40g双汇玉米热狗肠,2017/10/20 15:45,A,非饮料,肉干/豆制品/蛋
975,4.5,40g双汇玉米热狗肠,2017/10/22 09:51,A,非饮料,肉干/豆制品/蛋
982,3.0,40g双汇玉米热狗肠,2017/10/24 12:19,A,非饮料,肉干/豆制品/蛋
1008,1.5,40g双汇玉米热狗肠,2017/10/31 14:09,A,非饮料,肉干/豆制品/蛋
1009,1.5,40g双汇玉米热狗肠,2017/10/31 21:12,A,非饮料,肉干/豆制品/蛋
1051,1.5,40g双汇玉米热狗肠,2017/11/12 11:05,A,非饮料,肉干/豆制品/蛋
1067,4.5,40g双汇玉米热狗肠,2017/11/15 00:05,A,非饮料,肉干/豆制品/蛋
1069,1.5,40g双汇玉米热狗肠,2017/11/15 17:05,A,非饮料,肉干/豆制品/蛋
1076,1.5,40g双汇玉米热狗肠,2017/11/17 17:17,A,非饮料,肉干/豆制品/蛋
1077,1.5,40g双汇玉米热狗肠,2017/11/17 19:06,A,非饮料,肉干/豆制品/蛋
1081,1.5,40g双汇玉米热狗肠,2017/11/18 13:09,A,非饮料,肉干/豆制品/蛋
1082,1.5,40g双汇玉米热狗肠,2017/11/18 16:22,A,非饮料,肉干/豆制品/蛋
1084,1.5,40g双汇玉米热狗肠,2017/11/19 09:52,A,非饮料,肉干/豆制品/蛋
1089,1.5,40g双汇玉米热狗肠,2017/11/20 08:32,A,非饮料,肉干/豆制品/蛋
1101,1.5,40g双汇玉米热狗肠,2017/12/1 07:39,A,非饮料,肉干/豆制品/蛋
1102,1.5,40g双汇玉米热狗肠,2017/12/1 09:02,A,非饮料,肉干/豆制品/蛋
1107,3.0,40g双汇玉米热狗肠,2017/12/2 10:29,A,非饮料,肉干/豆制品/蛋
1110,3.0,40g双汇玉米热狗肠,2017/12/2 19:43,A,非饮料,肉干/豆制品/蛋
1111,1.5,40g双汇玉米热狗肠,2017/12/2 20:31,A,非饮料,肉干/豆制品/蛋
1116,3.0,40g双汇玉米热狗肠,2017/12/3 03:29,A,非饮料,肉干/豆制品/蛋
1117,3.0,40g双汇玉米热狗肠,2017/12/3 10:57,A,非饮料,肉干/豆制品/蛋
1120,1.5,40g双汇玉米热狗肠,2017/12/3 19:35,A,非饮料,肉干/豆制品/蛋
1140,4.5,40g双汇玉米热狗肠,2017/12/6 20:56,A,非饮料,肉干/豆制品/蛋
1141,1.5,40g双汇玉米热狗肠,2017/12/6 21:00,A,非饮料,肉干/豆制品/蛋
1142,1.5,40g双汇玉米热狗肠,2017/12/7 07:18,A,非饮料,肉干/豆制品/蛋
1144,1.5,40g双汇玉米热狗肠,2017/12/7 12:17,A,非饮料,肉干/豆制品/蛋
1146,1.5,40g双汇玉米热狗肠,2017/12/7 15:12,A,非饮料,肉干/豆制品/蛋
1147,1.5,40g双汇玉米热狗肠,2017/12/7 19:47,A,非饮料,肉干/豆制品/蛋
1148,3.0,40g双汇玉米热狗肠,2017/12/7 20:04,A,非饮料,肉干/豆制品/蛋
1149,1.5,40g双汇玉米热狗肠,2017/12/7 20:17,A,非饮料,肉干/豆制品/蛋
1150,1.5,40g双汇玉米热狗肠,2017/12/7 20:54,A,非饮料,肉干/豆制品/蛋
1155,1.5,40g双汇玉米热狗肠,2017/12/8 21:12,A,非饮料,肉干/豆制品/蛋
1156,1.5,40g双汇玉米热狗肠,2017/12/9 10:45,A,非饮料,肉干/豆制品/蛋
1161,3.0,40g双汇玉米热狗肠,2017/12/9 18:28,A,非饮料,肉干/豆制品/蛋
1162,1.5,40g双汇玉米热狗肠,2017/12/9 22:34,A,非饮料,肉干/豆制品/蛋
1163,1.5,40g双汇玉米热狗肠,2017/12/9 23:54,A,非饮料,肉干/豆制品/蛋
1165,1.5,40g双汇玉米热狗肠,2017/12/10 13:50,A,非饮料,肉干/豆制品/蛋
1168,1.5,40g双汇玉米热狗肠,2017/12/10 19:40,A,非饮料,肉干/豆制品/蛋
1175,1.5,40g双汇玉米热狗肠,2017/12/12 09:23,A,非饮料,肉干/豆制品/蛋
1178,1.5,40g双汇玉米热狗肠,2017/12/12 22:01,A,非饮料,肉干/豆制品/蛋
1187,1.5,40g双汇玉米热狗肠,2017/12/15 15:16,A,非饮料,肉干/豆制品/蛋
1198,1.5,40g双汇玉米热狗肠,2017/12/25 17:48,A,非饮料,肉干/豆制品/蛋
1217,5.0,48g好丽友薯愿香烤原味,2017/4/20 17:42,A,非饮料,膨化食品
1218,5.0,48g好丽友薯愿香烤原味,2017/4/21 14:49,A,非饮料,膨化食品
1221,5.0,48g好丽友薯愿香烤原味,2017/4/29 13:39,A,非饮料,膨化食品
1224,5.0,48g好丽友薯愿香烤原味,2017/5/16 22:08,A,非饮料,膨化食品
1226,5.0,48g好丽友薯愿香烤原味,2017/5/22 02:33,A,非饮料,膨化食品
1231,5.0,48g好丽友薯愿香烤原味,2017/6/2 12:06,A,非饮料,膨化食品
1232,5.0,48g好丽友薯愿香烤原味,2017/6/3 23:25,A,非饮料,膨化食品
1235,5.0,48g好丽友薯愿香烤原味,2017/6/7 14:08,A,非饮料,膨化食品
1236,5.0,48g好丽友薯愿香烤原味,2017/6/8 23:01,A,非饮料,膨化食品
1238,5.0,48g好丽友薯愿香烤原味,2017/6/14 20:07,A,非饮料,膨化食品
1239,5.0,48g好丽友薯愿香烤原味,2017/6/15 18:28,A,非饮料,膨化食品
1240,5.0,48g好丽友薯愿香烤原味,2017/6/15 23:15,A,非饮料,膨化食品
1242,5.0,48g好丽友薯愿香烤原味,2017/6/19 20:18,A,非饮料,膨化食品
1244,5.0,48g好丽友薯愿香烤原味,2017/6/23 19:16,A,非饮料,膨化食品
1250,5.0,48g好丽友薯愿香烤原味,2017/7/1 21:52,A,非饮料,膨化食品
1258,5.0,48g好丽友薯愿香烤原味,2017/9/22 21:14,A,非饮料,膨化食品
1265,5.0,48g好丽友薯愿香烤原味,2017/10/17 00:16,A,非饮料,膨化食品
1268,5.0,48g好丽友薯愿香烤原味,2017/10/26 21:22,A,非饮料,膨化食品
1271,5.0,48g好丽友薯愿香烤原味,2017/11/1 15:43,A,非饮料,膨化食品
1275,5.0,48g好丽友薯愿香烤原味,2017/11/13 17:46,A,非饮料,膨化食品
1276,5.0,48g好丽友薯愿香烤原味,2017/11/15 10:28,A,非饮料,膨化食品
1279,5.0,48g好丽友薯愿香烤原味,2017/12/2 08:15,A,非饮料,膨化食品
1282,5.0,48g好丽友薯愿香烤原味,2017/12/3 22:42,A,非饮料,膨化食品
1283,5.0,48g好丽友薯愿香烤原味,2017/12/4 20:32,A,非饮料,膨化食品
1286,5.0,48g好丽友薯愿香烤原味,2017/12/7 16:05,A,非饮料,膨化食品
1287,5.0,48g好丽友薯愿香烤原味,2017/12/9 17:52,A,非饮料,膨化食品
1296,3.0,600ml可口可乐,2017/3/29 04:54,A,饮料,碳酸饮料
1327,3.0,600ml可口可乐,2017/5/21 07:52,A,饮料,碳酸饮料
1333,3.5,600ml可口可乐,2017/5/23 08:00,A,饮料,碳酸饮料
1344,3.5,600ml可口可乐,2017/5/30 08:21,A,饮料,碳酸饮料
1368,3.5,600ml可口可乐,2017/6/8 19:27,A,饮料,碳酸饮料
1401,3.5,600ml可口可乐,2017/6/24 02:49,A,饮料,碳酸饮料
1405,3.5,600ml可口可乐,2017/6/26 00:08,A,饮料,碳酸饮料
1411,3.5,600ml可口可乐,2017/6/30 04:19,A,饮料,碳酸饮料
1415,3.5,600ml可口可乐,2017/7/19 09:01,A,饮料,碳酸饮料
1421,3.5,600ml可口可乐,2017/7/25 12:34,A,饮料,碳酸饮料
1423,3.5,600ml可口可乐,2017/7/27 16:14,A,饮料,碳酸饮料
1424,3.5,600ml可口可乐,2017/7/30 14:23,A,饮料,碳酸饮料
1425,3.5,600ml可口可乐,2017/7/30 17:26,A,饮料,碳酸饮料
1436,3.5,600ml可口可乐,2017/8/17 20:01,A,饮料,碳酸饮料
1447,3.5,600ml可口可乐,2017/8/20 14:15,A,饮料,碳酸饮料
1474,3.0,600ml可口可乐,2017/9/17 14:20,A,饮料,碳酸饮料
1489,3.0,600ml可口可乐,2017/9/26 08:55,A,饮料,碳酸饮料
1498,3.5,600ml可口可乐,2017/10/5 12:25,A,饮料,碳酸饮料
1500,3.5,600ml可口可乐,2017/10/6 07:47,A,饮料,碳酸饮料
1504,3.5,600ml可口可乐,2017/10/7 01:14,A,饮料,碳酸饮料
1508,3.5,600ml可口可乐,2017/10/11 12:03,A,饮料,碳酸饮料
1537,3.0,600ml可口可乐,2017/10/25 12:41,A,饮料,碳酸饮料
1554,3.0,600ml可口可乐,2017/11/4 15:36,A,饮料,碳酸饮料
1555,3.5,600ml可口可乐,2017/11/5 14:33,A,饮料,碳酸饮料
1559,3.5,600ml可口可乐,2017/11/7 13:12,A,饮料,碳酸饮料
1570,3.5,600ml可口可乐,2017/11/14 08:21,A,饮料,碳酸饮料
1600,3.5,600ml可口可乐,2017/12/3 01:30,A,饮料,碳酸饮料
1608,3.5,600ml可口可乐,2017/12/4 20:14,A,饮料,碳酸饮料
1611,3.5,600ml可口可乐,2017/12/5 20:18,A,饮料,碳酸饮料
1612,3.5,600ml可口可乐,2017/12/5 20:27,A,饮料,碳酸饮料
1618,3.5,600ml可口可乐,2017/12/9 17:16,A,饮料,碳酸饮料
1622,3.5,600ml可口可乐,2017/12/11 10:04,A,饮料,碳酸饮料
1623,3.5,600ml可口可乐,2017/12/11 15:28,A,饮料,碳酸饮料
1650,3.5,600ml可口可乐,2017/12/25 13:39,A,饮料,碳酸饮料
1657,4.0,营养快线,2017/1/8 21:21,A,饮料,乳制品
1671,4.0,营养快线,2017/1/10 15:24,A,饮料,乳制品
1672,4.5,营养快线,2017/1/10 19:13,A,饮料,乳制品
1675,4.0,营养快线,2017/1/10 22:25,A,饮料,乳制品
1688,4.5,营养快线,2017/2/2 08:32,A,饮料,乳制品
1701,4.5,营养快线,2017/2/5 10:59,A,饮料,乳制品
1712,4.0,营养快线,2017/2/16 03:00,A,饮料,乳制品
1719,4.0,营养快线,2017/2/22 14:35,A,饮料,乳制品
1726,4.0,营养快线,2017/2/24 02:45,A,饮料,乳制品
1730,4.0,营养快线,2017/2/27 08:58,A,饮料,乳制品
1744,4.0,营养快线,2017/3/28 22:07,A,饮料,乳制品
1745,4.5,营养快线,2017/3/28 22:21,A,饮料,乳制品
1750,4.0,营养快线,2017/3/29 10:03,A,饮料,乳制品
1751,4.0,营养快线,2017/3/29 10:26,A,饮料,乳制品
1764,4.0,营养快线,2017/3/29 18:22,A,饮料,乳制品
1772,4.0,营养快线,2017/3/29 22:15,A,饮料,乳制品
1786,4.0,营养快线,2017/3/31 14:10,A,饮料,乳制品
1790,4.5,营养快线,2017/4/1 17:16,A,饮料,乳制品
1811,4.0,营养快线,2017/4/12 10:10,A,饮料,乳制品
1815,4.0,营养快线,2017/4/13 17:17,A,饮料,乳制品
1841,4.0,营养快线,2017/4/19 17:55,A,饮料,乳制品
1848,4.0,营养快线,2017/4/21 16:46,A,饮料,乳制品
1858,4.0,营养快线,2017/4/22 21:07,A,饮料,乳制品
1868,4.0,营养快线,2017/4/27 14:21,A,饮料,乳制品
1871,4.0,营养快线,2017/4/27 18:38,A,饮料,乳制品
1888,4.0,营养快线,2017/5/9 17:56,A,饮料,乳制品
1902,4.0,营养快线,2017/5/19 19:52,A,饮料,乳制品
1909,4.0,营养快线,2017/5/22 17:35,A,饮料,乳制品
1921,4.0,营养快线,2017/5/27 12:27,A,饮料,乳制品
1932,4.0,营养快线,2017/5/30 15:06,A,饮料,乳制品
1940,4.0,营养快线,2017/6/2 12:20,A,饮料,乳制品
1948,4.0,营养快线,2017/6/3 16:37,A,饮料,乳制品
1949,4.0,营养快线,2017/6/3 16:44,A,饮料,乳制品
1953,4.0,营养快线,2017/6/4 11:16,A,饮料,乳制品
